Course Title,Credits,Prerequisites,Concurrent Enrollment,Major
PHYS 1010 - Conceptual Physics,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 1050 - Intro to Physics of Human Body,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 1090 - Northeastern University Interactive Learning Seminar,Credit(s): 1 Credit,NaN,NaN,Physics (PHYS)
PHYS 1110 - Introduction to Physics,Credit(s): 1 Credit,NaN,NaN,Physics (PHYS)
PHYS 1130 - Introduction to Astronomy,Credit(s): 1 or 3 Credits,MATH 1200,NaN,Physics (PHYS)
PHYS 1220 - General Physics I,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 1235 - General Physics I Lab,Credit(s): 1 Credit,NaN,NaN,Physics (PHYS)
PHYS 1240 - General Physics II,Credit(s): 3 Credits,PHYS 1220,NaN,Physics (PHYS)
PHYS 1255 - General Physics II Lab,Credit(s): 1 Credit,NaN,NaN,Physics (PHYS)
PHYS 1310 - College Physics I,Credit(s): 3 Credits,"MATH 1200, MATH 1400",NaN,Physics (PHYS)
PHYS 1320 - College Physics I Laboratory,Credit(s): 1 Credit,NaN,NaN,Physics (PHYS)
PHYS 1330 - College Physics II,Credit(s): 3 Credits,PHYS 1310,NaN,Physics (PHYS)
PHYS 1340 - College Physics II Laboratory,Credit(s): 1 Credit,NaN,NaN,Physics (PHYS)
PHYS 1350 - Aviation Physics,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 1365 - Aviation Physics Lab,Credit(s): 1 Credit,NaN,NaN,Physics (PHYS)
PHYS 1610 - University Physics I,Credit(s): 3 Credits,"MATH 1510, MATH 1400",Concurrent enrollment allowed.,Physics (PHYS)
PHYS 1620 - University Physics I Laboratory,Credit(s): 1 Credit,NaN,NaN,Physics (PHYS)
PHYS 1630 - University Physics II,Credit(s): 3 Credits,"PHYS 1610, PHYS 1620, PHYS 1640",Concurrent enrollment allowed.,Physics (PHYS)
PHYS 1640 - University Physics II Laboratory,Credit(s): 1 Credit,"PHYS 1610, PHYS 1620",NaN,Physics (PHYS)
PHYS 1930 - Special Topics,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 1980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 2610 - Modern Physics,Credit(s): 3 Credits,PHYS 1630,NaN,Physics (PHYS)
PHYS 2620 - Modern Physics Lab,Credit(s): 1 Credit,"PHYS 2610, MATH 1520",Concurrent enrollment allowed.,Physics (PHYS)
PHYS 2910 - Co-Op with Industry,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 2930 - Special Topics,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 2980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 3110 - Classical Mechanics,Credit(s): 3 Credits,MATH 2530,NaN,Physics (PHYS)
PHYS 3310 - Optics,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 3320 - Optics Laboratory,Credit(s): 1 Credit,NaN,NaN,Physics (PHYS)
PHYS 3410 - Thermodynamics and Statistical Mechanics,Credit(s): 3 Credits,"MATH 3550, PHYS 1630",Concurrent enrollment allowed.,Physics (PHYS)
PHYS 3510 - Analog & Digital Electronics,Credit(s): 0 or 3 Credits,PHYS 3511,Concurrent enrollment allowed.,Physics (PHYS)
PHYS 3511 - Analog & Digital Electronics Lab,Credit(s): 1 Credit,PHYS 3510,Concurrent enrollment allowed.,Physics (PHYS)
"PHYS 3610 - Atomic, Molecular and Solid-State Physics",Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 3860 - Physics Research I,Credit(s): 0 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 3910 - Co-Op with Industry,Credit(s): 1-6 Credits (Repeatable for credit),PHYS 2910,NaN,Physics (PHYS)
PHYS 3915 - Internship with Industry,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 3930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 3980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 4010 - Nanoscience Frontiers,Credit(s): 0 or 3 Credits,"CHEM 1110, MATH 2530, PHYS 1630",NaN,Physics (PHYS)
PHYS 4020 - Experimental Physics,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 4110 - Intro to Biophysics,Credit(s): 3 Credits,PHYS 3410,NaN,Physics (PHYS)
PHYS 4210 - Electricity & Magnetism I,Credit(s): 3 Credits,MATH 3550,NaN,Physics (PHYS)
PHYS 4610 - Quantum Mechanics,Credit(s): 3 Credits,"PHYS 2610, PHYS 3110",NaN,Physics (PHYS)
PHYS 4840 - Senior Inquiry: Thesis,Credit(s): 0 Credits,NaN,NaN,Physics (PHYS)
PHYS 4870 - Physics Research II,Credit(s): 0 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 4880 - Senior Inquiry: Research Project,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 4890 - Senior Inquiry: Comprehensive Examination,Credit(s): 0 Credits,NaN,NaN,Physics (PHYS)
PHYS 4910 - Co-Op with Industry,Credit(s): 1-6 Credits (Repeatable for credit),PHYS 3910,NaN,Physics (PHYS)
PHYS 4915 - Internship with Industry,Credit(s): 1-6 Credits (Repeatable for credit),PHYS 3915,NaN,Physics (PHYS)
PHYS 4930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 4980 - Advanced Independent Study,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 5010 - Nanoscience and Nanofabrication Frontiers,Credit(s): 0 or 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 5020 - Experimental Physics,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 5030 - Mathematical Methods in Physics,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 5310 - Optics for Educators,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 5610 - Modern Physics for Educators,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 5930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 5955 - Capstone Project 1,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 5960 - Masters Project,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 5965 - Capstone Project 2,Credit(s): 3 Credits,NaN,NaN,Physics (PHYS)
PHYS 5980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
PHYS 5990 - Thesis Research,Credit(s): 0-6 Credits (Repeatable for credit),NaN,NaN,Physics (PHYS)
POLS 1000 - Introduction to Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 1100 - Introduction to American Government,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 1150 - American Political Systems,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 1300 - Introduction to Law,Credit(s): 0 or 3 Credits,NaN,NaN,Political Science (POLS)
POLS 1500 - Introduction to Comparative Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 1510 - Politics of the Developing World,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 1540 - Blood and Money: Ethnic War,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 1600 - Introduction to International Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 1700 - Foundations of Political Theory,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 1930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 1980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 2000 - Methods in Political Science,Credit(s): 4 Credits,POLS 1000,NaN,Political Science (POLS)
POLS 2010 - Ethics and Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2100 - The American Constitution,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2140 - The American Presidency,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2150 - Race and Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2160 - Campaigns and Elections,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2200 - State and Local Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2220 - Urban Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2230 - Mass Incarceration,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2300 - Public Administration,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
"POLS 2350 - Sex, Drugs, and Rock and Roll: Morality Politics in the United States",Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2510 - European Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2520 - Introduction to African Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2530 - Soviet and Post-Soviet Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2535 - Democracy and Authoritarianism,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2550 - Political Systems of the Sub-Sahara,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2560 - The Politics of Asia,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2570 - Introduction to Latin American Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2590 - Politics of the Middle East and North Africa,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2600 - Introduction to International Political Economy,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2620 - Global Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2640 - International Terrorism,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2691 - Theory and Practice of Human Rights,Credit(s): 3 Credits,"POLS 1000, POLS 1600",NaN,Political Science (POLS)
POLS 2700 - Fundamental Issues in Political Philosophy,Credit(s): 3 Credits,CORE 1500,Concurrent enrollment allowed.,Political Science (POLS)
POLS 2710 - Theories of Justice,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2720 - American Anomaly: American Political Institutions in Comparative Perspective,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2820 - American Foreign Policy,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 2930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 2931 - Special Topics,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 2980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 3100 - Judicial Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3110 - American Political Movements,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3130 - Civil Liberties and Civil Rights,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3140 - Public Opinion and Mass Communication,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3150 - American Presidential Elections,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3250 - American Politics and Film,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3300 - U.S. Public Policy,Credit(s): 3 Credits,"POLS 1100, POLS 1150",NaN,Political Science (POLS)
POLS 3330 - Metropolitan Environment,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3340 - Foundations of Law,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3350 - Church and State,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3500 - East Asian Political Economy,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
"POLS 3520 - Communism, Capitalism and Social Justice",Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3530 - Comparative Revolutions,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3567 - Political Development in Contemporary Spain,Credit(s): 3 Credits,"POLS 1000, POLS 1600",NaN,Political Science (POLS)
POLS 3600 - Problems of Globalization,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3620 - International Organization and the Management of World Problems,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3630 - International Security and Conflict Resolution,Credit(s): 3 Credits,"POLS 1000, POLS 1600",NaN,Political Science (POLS)
POLS 3640 - International Law,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3650 - International Relations of Africa,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3710 - Ancient and Medieval Classics in Political Thought,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3720 - Renaissance and Modern Political Theories,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
"POLS 3740 - Capitalism, Racism, Patriarchy: Theorizing Structural Power",Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3750 - The Modern Democratic State,Credit(s): 3 Credits,"POLS 1000, POLS 1600",NaN,Political Science (POLS)
POLS 3760 - The Politics of Pope Francis,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3770 - Feminist Theory: Gender Justice,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3770X - Art and Politics: From Goya to the Cold War,Credit(s): 3 Credits,"CORE 1000, CORE 1500",Concurrent enrollment allowed.,Political Science (POLS)
POLS 3800 - The Structure of Poverty: Globally and Locally,Credit(s): 3 Credits,"CORE 1000, CORE 1500",Concurrent enrollment allowed.,Political Science (POLS)
POLS 3810 - Latin American-U.S. Relations,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3830 - The Cold War and its Legacy: Global Order After 1945,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3850X - Feminism in Action,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3880 - Violence Against Women,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 3910 - Federal Government Internship,Credit(s): 1-6 Credits (Repeatable up to 6 credits),NaN,NaN,Political Science (POLS)
POLS 3911 - State or Local Government Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 3912 - Public Service Internship,Credit(s): 1-6 Credits (Repeatable up to 6 credits),NaN,NaN,Political Science (POLS)
POLS 3913 - Atlas Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 3914 - Foreign Service Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 3915 - Legal Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 3916 - Campaign Internship,Credit(s): 1-6 Credits (Repeatable up to 6 credits),NaN,NaN,Political Science (POLS)
POLS 3917 - Research Internship,Credit(s): 1-6 Credits (Repeatable up to 6 credits),NaN,NaN,Political Science (POLS)
POLS 3918 - Overseas Fieldwork,Credit(s): 1-6 Credits,NaN,NaN,Political Science (POLS)
POLS 3919 - Women Leaders Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 3930 - Special Topics,Credit(s): 3-6 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 3980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 4120 - Civil Rights: A Moot Court Seminar,Credit(s): 3 Credits,"POLS 2000, POLS 1100, POLS 1150",NaN,Political Science (POLS)
POLS 4126 - Sexuality and the Law,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
"POLS 4131 - Race, Class, and Punishment",Credit(s): 3 Credits,"POLS 1100, POLS 1150",NaN,Political Science (POLS)
POLS 4140 - Political Parties,Credit(s): 3 Credits,"POLS 2000, POLS 1100, POLS 1150",NaN,Political Science (POLS)
POLS 4150 - Gender and Politics,Credit(s): 3 Credits,"POLS 2000, POLS 1100, POLS 1150",NaN,Political Science (POLS)
POLS 4170 - Electoral Politics,Credit(s): 3 Credits,"POLS 2000, POLS 1150",NaN,Political Science (POLS)
"POLS 4171 - Law, Policy, Society",Credit(s): 3 Credits,"POLS 2000, POLS 1100, POLS 1150",NaN,Political Science (POLS)
"POLS 4300 - Law, Politics, and Regulatory Policy",Credit(s): 3 Credits,"POLS 1100, POLS 1150, POLS 2100, POLS 3100",NaN,Political Science (POLS)
POLS 4325 - Public Sector Budgeting,Credit(s): 3 Credits,"POLS 2000, POLS 1100, POLS 1150",NaN,Political Science (POLS)
POLS 4340 - Issues in Public Policy,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 4360 - Urban Economic Development,Credit(s): 3 Credits,"POLS 2000, POLS 1150, POLS 1100",NaN,Political Science (POLS)
POLS 4500 - Russian Political Culture,Credit(s): 3 Credits,"POLS 2000, POLS 1500, POLS 3500, POLS 2820, POLS 3810",NaN,Political Science (POLS)
POLS 4510 - Democratization,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 4520 - Political Change,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 4530 - Authoritarian Politics: Rigging Elections and Clinging to Power,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 4590 - Crisis of Leadership,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 4610 - International Relations: Theory and Practice,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 4630 - The European Union: Politics and Political Economy,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
"POLS 4650 - War, Peace, and Politics",Credit(s): 3 Credits,"POLS 2000, POLS 1600, POLS 2600, POLS 3600, POLS 2820, POLS 3810",NaN,Political Science (POLS)
POLS 4662 - International Challenges,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 4670 - Politics of International Trade and Finance,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 4692 - Theories of World Politics,Credit(s): 3 Credits,"POLS 1600, POLS 2600, POLS 2000",NaN,Political Science (POLS)
POLS 4710 - Citizenship and Social Difference,Credit(s): 3 Credits,"POLS 2000, POLS 1700, POLS 2700, POLS 3710, POLS 3720, POLS 3770",NaN,Political Science (POLS)
POLS 4730 - Seminar: Contemporary Political Ideologies,Credit(s): 3 Credits,"POLS 2000, POLS 1700, POLS 2700, POLS 3710, POLS 3720, POLS 3770",NaN,Political Science (POLS)
POLS 4740 - Marx's CAPITAL,Credit(s): 3 Credits,"POLS 2000, POLS 1700, POLS 2700, POLS 3710, POLS 3720, POLS 3770",NaN,Political Science (POLS)
POLS 4750 - American Political Thought,Credit(s): 3 Credits,"POLS 2000, POLS 1700, POLS 2700, POLS 3710, POLS 3720, POLS 3770",NaN,Political Science (POLS)
POLS 4840 - Global Health Politics and Policy,Credit(s): 3 Credits,POLS 2000,NaN,Political Science (POLS)
POLS 4850 - Politics of the Future,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 4910 - Political Science Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 4930 - Special Topics,Credit(s): 3-4 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 4960 - Senior Research,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 4980 - Advanced Independent Study,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Political Science (POLS)
POLS 4990 - Research Design,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 4991 - Political Science Honors Thesis,Credit(s): 1-6 Credits,NaN,NaN,Political Science (POLS)
"POLS 5010 - Cultural Methods: Gender, Politics, and Power",Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5020 - Advanced Topics in Research Methods,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5100 - Seminar in American Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
"POLS 5130 - Race, Class, and Punishment",Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
"POLS 5131 - Race, Class, and Punishment",Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5140 - Political Parties,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5150 - Gender and American Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5170 - Electoral Politics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
"POLS 5171 - Law, Policy, Society",Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5300 - Law and Regulatory Policy,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5310 - Issues in U.S. Public Administration,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5320 - Environmental Politics and Policy-Making,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5325 - Public Sector Budgeting,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5330 - Public Sector Economics,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5350 - Issues in Public Policy,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5360 - Urban Economic Development,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5500 - Russian Political Culture,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5510 - Democratization,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5520 - Political Change,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5530 - Authoritarian Politics: Rigging Elections and Clinging to Power,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5550 - Politics of Economic Development,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
POLS 5590 - Crisis of Leadership,Credit(s): 3 Credits,NaN,NaN,Political Science (POLS)
